0.2625, -0.0125, 0.9625, 0.4625, 
-0.284972, -0.367977, 0.809152, 0.440594, 
-0.500434, -0.518661, 0.807741, 0.461424, 
0.548653, 0.0325436, 1.73196, 0.822281, 
0.505715, 0.0047326, 1.71992, 0.820561, 
0.446765, -0.0334738, 1.7034, 0.818201, 
0.355942, -0.0923902, 1.67795, 0.814565, 
0.181119, -0.205949, 1.62899, 0.807571, 
-0.382016, -0.572547, 1.4714, 0.785058, 
-0.638889, -0.737068, 1.39933, 0.774845, 
-0.602988, -0.719343, 1.43608, 0.789454, 
-0.601148, -0.720233, 1.44734, 0.794821, 
-0.602534, -0.722892, 1.45624, 0.799337, 
-0.604974, -0.726095, 1.46419, 0.803487, 
-0.607767, -0.729445, 1.47164, 0.807427, 
-0.610654, -0.732798, 1.47877, 0.811217, 
-0.613536, -0.736099, 1.48566, 0.814885, 
-0.616372, -0.739328, 1.49233, 0.818445, 
-0.619149, -0.742479, 1.49882, 0.821907, 
-0.621861, -0.745553, 1.50513, 0.825276, 
-0.624508, -0.74855, 1.51128, 0.828559, 
-0.627091, -0.751473, 1.51728, 0.83176, 
-0.629614, -0.754326, 1.52314, 0.834884, 
-0.632077, -0.757111, 1.52885, 0.837933, 
-0.634484, -0.759832, 1.53444, 0.840911, 
-0.636837, -0.762492, 1.5399, 0.843822, 
-0.639139, -0.765092, 1.54523, 0.846669, 
-0.641391, -0.767637, 1.55046, 0.849454, 
-0.643595, -0.770127, 1.55557, 0.85218, 
-0.645755, -0.772565, 1.56058, 0.854849, 
-0.64787, -0.774954, 1.56548, 0.857464, 
-0.649944, -0.777295, 1.57029, 0.860026, 
-0.651977, -0.77959, 1.57501, 0.862539, 
-0.653971, -0.781841, 1.57963, 0.865003, 
-0.655929, -0.784049, 1.58417, 0.86742, 
-0.65785, -0.786216, 1.58862, 0.869793, 
-0.659736, -0.788345, 1.593, 0.872123, 
-0.66159, -0.790435, 1.5973, 0.874411, 
-0.66341, -0.792488, 1.60152, 0.87666, 
-0.6652, -0.794506, 1.60567, 0.878869, 
-0.66696, -0.796489, 1.60974, 0.881041, 
-0.66869, -0.79844, 1.61376, 0.883176, 
-0.670392, -0.800358, 1.6177, 0.885277, 
-0.672067, -0.802245, 1.62158, 0.887343, 
-0.673715, -0.804103, 1.62541, 0.889377, 
-0.675338, -0.805931, 1.62917, 0.891379, 
-0.676936, -0.807731, 1.63287, 0.89335, 
-0.67851, -0.809504, 1.63652, 0.895291, 
-0.680061, -0.81125, 1.64011, 0.897203, 
-0.681588, -0.81297, 1.64366, 0.899087, 
-0.683094, -0.814666, 1.64715, 0.900944, 
-0.684579, -0.816337, 1.65059, 0.902774, 
-0.686042, -0.817984, 1.65398, 0.904578, 
-0.687486, -0.819609, 1.65732, 0.906357, 
-0.688909, -0.821211, 1.66062, 0.908112, 
-0.690314, -0.822791, 1.66388, 0.909842, 
-0.691699, -0.82435, 1.66709, 0.91155, 
-0.693067, -0.825889, 1.67026, 0.913235, 
-0.694417, -0.827407, 1.67339, 0.914898, 
-0.69575, -0.828906, 1.67647, 0.91654, 
-0.697065, -0.830386, 1.67952, 0.91816, 
-0.698365, -0.831848, 1.68253, 0.919761, 
-0.699648, -0.833291, 1.68551, 0.921341, 
-0.700916, -0.834716, 1.68845, 0.922903, 
-0.702169, -0.836124, 1.69135, 0.924445, 
-0.703407, -0.837516, 1.69422, 0.925969, 
-0.70463, -0.838891, 1.69705, 0.927475, 
-0.705839, -0.840249, 1.69985, 0.928963, 
-0.707034, -0.841593, 1.70262, 0.930434, 
-0.708216, -0.84292, 1.70536, 0.931889, 
-0.709384, -0.844233, 1.70806, 0.933327, 
-0.71054, -0.845531, 1.71074, 0.934748, 
-0.711682, -0.846815, 1.71339, 0.936155, 
-0.712813, -0.848085, 1.71601, 0.937545, 
-0.713931, -0.849341, 1.7186, 0.938921, 
-0.715037, -0.850583, 1.72116, 0.940282, 
-0.716132, -0.851813, 1.7237, 0.941629, 
-0.717215, -0.853029, 1.72621, 0.942961, 
-0.718288, -0.854233, 1.72869, 0.94428, 
-0.719349, -0.855425, 1.73115, 0.945585, 
-0.720399, -0.856604, 1.73358, 0.946877, 
-0.721439, -0.857772, 1.73599, 0.948156, 
-0.722469, -0.858927, 1.73838, 0.949422, 
-0.723489, -0.860072, 1.74074, 0.950676, 
-0.724499, -0.861205, 1.74308, 0.951917, 
-0.725499, -0.862328, 1.74539, 0.953147, 
-0.726489, -0.863439, 1.74769, 0.954364, 
-0.727471, -0.86454, 1.74996, 0.955571, 
-0.728443, -0.865631, 1.75221, 0.956765, 
-0.729406, -0.866711, 1.75444, 0.957949, 
-0.73036, -0.867782, 1.75665, 0.959122, 
-0.731306, -0.868842, 1.75884, 0.960284, 
-0.732243, -0.869893, 1.76101, 0.961435, 
-0.733172, -0.870935, 1.76316, 0.962576, 
-0.734092, -0.871967, 1.76529, 0.963707, 
-0.735004, -0.872991, 1.76741, 0.964828, 
-0.735909, -0.874005, 1.7695, 0.965939, 
-0.736806, -0.87501, 1.77158, 0.967041, 
-0.737695, -0.876007, 1.77364, 0.968133, 
-0.738576, -0.876995, 1.77568, 0.969215, 
